#,utterance_id,translation,emotion_words,asl_gloss,count_asl_gloss,negative,wh_question,yes_no_question,topic_focus,conditional_when,role_shift,head_pos_tilt_fr_bk,head_pos_turn,head_pose_tilt_side,head_pose_jut,head_mvmt_nod,head_mvmt_nod_cycles,head_mvmt_shake,head_mvmt_side_to_side,head_mvmt_jut,body_lean,shoulders,face_eye_brows,face_eye_gaze,face_eye_aperture,face_nose,face_mouth,face_cheeks,count_face_eye_brows,count_face_eye_gaze,count_face_eye_aperture,count_face_nose,count_face_mouth,count_face_cheeks
1379845,65395294,"The voice is really important because it gives a lot of information about individual people, and that's the focus of cultural orientation.",important;information;focus,SO;LOOK;OH-I-SEE;VOICE;REALLY;IX-3p:i;5wow;ALONE;REALLY;GIFT;A-LOT;INFORM;ABOUT;PEOPLE;SELF-3p-pl-arc;INDIVIDUAL-pl;IN;THAT;MAJOR;CULTURE;fs-ORIENTATION;REALLY;IX-3p:i;5wow;BUOY,25,,,,,,,,,slightly right;slightly left;slightly right;slightly left,,single,,,,,slightly back;right,,lowered;lowered;raised,into space;other;down/left,squint;lowered lid;squint;slightly wide;wide;squint;wide;slightly squinted;blink;slightly lowered,,,,3,3,10,0,0,0
1379845,65222243,You can imagine that the voice matches; you can't hear it but that's the voice you give to the character.,,VOICE;5let's see;KNOW;VISUALIZE;MATCH;ANYWAY/NOT-MATTER;CANNOT;HEAR;BUT;GIFT;BUOY,11,negation,,,,,,,,slightly right,,,,rapid,,,,,slightly raised,into space;into space,lowered lid;blink;slightly squinted;wide;squint,,,,1,2,5,0,0,0
1379845,64464227,It reflects that the concept that a person's identity can be found in the tempo of their speech.,found;speech,(R)REFLECT;IN;TALKwg;fs-TEMPO;SO;TOTAL_2;CONCEPT;fs-OF;WHAT;PERSON;IDENTIFY;WHAT,12,,,,focus,,,,,slightly left;slightly right,,,,,,,,,raised-furrowed;lowered;further lowered;slightly raised;raised-furrowed,left;watch hands;up/left;up;down,further squinted;squint;further lowered;squint;blink;squint;wider;wide,,,,5,5,8,0,0,0
1379845,63799398,"There is a lot of information from the voice. When a person hears the speech of another, they can tell who that person is and the identity of that person.",information;speech,A-LOT;INFORM;ABOUT;PERSON;CAN;FROM;VOICE;ALONE;TALKwg;1focus;PEOPLE;(3)LISTEN;PERSON;LOOK;KNOW;IX-honorific:i;WHO;POSS-3p:i;IDENTIFY;1focus;PEOPLE;BUOY;AGENT,23,,whq,,,,,,left,slightly right;slightly left;slightly left,,,,,,,forward/right,,lowered;raised;lowered;slightly lowered,left;into space;down;left;down;down/left;left;left,further squinted;blink;further lowered;squint;slightly squinted;wide;squint;slightly lowered;squint;squint,,,,4,8,10,0,0,0
1379845,65034352,"Many people were shocked when they found out that the person and the voice didn't match up, especially John Gilbert, who was one character that was mentioned.",found;john,MANY;IX-3p-pl-arc;PEOPLE;LOOK;NOT;REASON;POSS-3p:i;VOICE;NOT;EXACT;SAME;MISMATCH;MISMATCH;MISMATCH;SPECIAL/EXCEPT;ONE;CHARACTER;NAME;ns-fs-JOHN;ns-fs-GILBERT;IX-3p:i;MANY;MENTION;ABOUT;IX-3p:i,25,negation;negation,,,,,,,,right;slightly right;slightly left,,slight slow head nod,,slow,,,,,raised;raised-furrowed;raised;raised-furrowed,left;into space;into space;into space;into space;other,lowered lid;blink;slightly squinted;blink;slightly squinted;blink;squint;blink;squint;blink;blink;squint;blink;wider;wide;slightly squinted;blink;slightly squinted;squint;blink,,,,4,6,20,0,0,0
1379845,64778101,"When on the phone the person may perceive who they're talking to as being tall, smart, good looking and nice. They agree to meet the person the next day near the train and hang up",perceive;good;agree,PHONE;VISUALIZE;IX-3p:i;PERSON;HEAR;ADULT-TALL;5wow;CLEVER;part:indef;5wow;FACE;GOOD/THANK-YOU;NICE/CLEAN;FACE;PHONE;VISUALIZE;AGREE;MEET;TOMORROW;IX-loc:i;TRAIN;IX-loc:i;FINE;OK;HANG-UP-PHONE;PHONE;PHONE;PHONE,28,,,,,,,,,slightly left,,single;single;rapid;rapid;rapid;single;slow,,,,,,,slightly lowered;lowered;raised,up/right;up/right;up/right;up/right;up/right;up/right;other;other;up/right,squint;blink;squint;blink;squint;blink;squint;blink;squint;wider;blink;squint;blink;squint;squint;wide,,lips pursed corners down,,3,9,16,0,1,0
1379845,66796156,It's not my personal meaning system but it stems from social history.,personal;system,NOT;ONLY;IX-1p;BUT;(5)SOCIAL/INTERACT;HISTORY;MEAN;SYSTEM;(5)SOCIAL/INTERACT,9,negation,,,,,,,left;slightly left,slightly right;slightly left,,,,slight single head shake,,,,,raised-furrowed,other;left,further squinted;squint;closed,,,,1,2,3,0,0,0
1379845,65003644,"A long time ago, there were silent movies. People would arrive it was to be in the silent movie, but then it changed and voice was added so people the audition necessarily included a voice test.",long;time;arrive;included,TIME-PERIOD;LONG-AGO;QUIET;MOVIE;WHEN;IX-3p:i;ARRIVE;ACT;QUIET;MOVIE;IX-3p-pl-arc;CHANGE;ENTER;VOICE;ADD-TO;IX-3p-pl-arc;MUST;ATTEMPT;VOICE;TEST;MUST,21,,,,foc/prop-with-ref-to;topic,when;when,,,,right;slightly right,,rapid,,,,,,,raised;raised-furrowed,left;left;left,lowered lid;squint;squint;squint,,,,2,3,4,0,0,0
1379845,64740735,"Oftentimes, people who have experience  talking on the phone, visualize what the person they're talking to might look like.",,PEOPLE;IX-3p-pl-arc;WHO;USE_2;PHONE;OFTEN;STORY;PHONE;EXPERIENCE;fs-OF;PHONE;VISUALIZE;PERSON;PHONE;PHONE;PHONE;PHONE,17,,,,,,,,slightly left;left;slightly left;slightly right,slightly right;slightly right;slightly left,,slow,,,,,,,raised;lowered;raised-furrowed,left;up/right;up/right;up/right,slightly squinted;slightly wide;further squinted;squint;blink;slightly squinted;squint;slightly squinted;blink;squint;blink;squint;blink,,,,3,4,13,0,0,0
1379845,66876808,"a deaf person approches you and they don't talk, suppose they're mute, and you're trying to figure them out.",don;talk,DEAF;PERSON;SCL:1person coming;TALK;part:indef;fs-MUTE;IF;SOMETHING/ONE;part:indef;part:indef,10,negation,,,,conditional,,,right;slightly right;slightly right,,,slow,,slight rapid head shake,,,,,raised,other;left;other,wide;blink;wider;blink;wide,,,,1,3,5,0,0,0
1379845,65791368,This can be awkward for them especially when a deaf person is over there...,,SPECIAL/EXCEPT;WHEN;DEAF;PERSON;IX-3p:i,5,,,,focus,when,,,,slightly right;slightly left,,,,,,,slightly forward,,further raised;slightly raised,other,wider;slightly squinted;slightly wide;blink;slightly wide;blink,,,,2,1,6,0,0,0
1379845,65968779,It's a concept where you figure out how to identify who...,,fs-SO;CONCEPT;fs-OF;EXPERIENCE;HOW;PEOPLE;IDENTIFY;WHO;IX-3p:i;IX-3p:j;IX-3p:k,11,,whq,,,,,,slightly right;slightly left;slightly right;slightly left,,,,,,,,left,,lowered;raised-furrowed,other;other;left,squint;further squinted;squint;further squinted;squint;lowered lid;blink,,,,2,3,7,0,0,0
1379845,64263610,"For example, in some areas of the world, people have a strong tendency to talk fast.",talk,FOR;SHOW;SOME;(A)PLACE;AROUND;WORLD;(R)PLACE;LOCAL;STRONG;TEND;TALKwg;FAST_3,12,,,,topic,,,,slightly left;slightly right;slightly left,,,,,,,,,,raised-furrowed;slightly lowered,up;other,squint;wide;squint;further squinted;slightly squinted;squint,,,,2,2,6,0,0,0
1379845,65416379,People in that orientation field often have an awkward experience when meeting deaf people.,,PEOPLE;IN;THAT;MAJOR;fs-ORIENTATION;OFTEN;HAVE;AWKWARD;EXPERIENCE;TO/UNTIL;MEET;DEAF,12,,,,,,,,,slightly left;slightly right,,slight rapid head nod,,,,,,,slightly raised;raised-furrowed,down/left;up/right;up/right,lowered lid;squint;blink;squint;blink;squint;blink;blink;squint;blink;squint,,,,2,3,11,0,0,0
1379845,66526661,"That experience of conflict of trying to figure out the voice of the interpreter and compare it to the deaf person signing, happens often.",conflict,fs-SO;OFTEN;THAT;EXPERIENCE;fs-OF;5hesitation;CONFLICT/INTERSECTION;IX-loc:i;IX-loc:j;IX-loc:i;IX-loc:j;IX-loc:i;5looking for words;IX-loc:j;IX-loc:j,15,,,,,,,,slightly right,slightly right,,slow,,rapid;slight rapid head shake,,,slightly back,,,,wide;blink;squint;blink;squint;slightly squinted;blink;squint;blink;slightly squinted;blink;squint;blink;squint;wide;blink;slightly squinted;squint;lowered lid;further lowered,,,,0,0,20,0,0,0
1379845,65086412,John's voice was a good match to the character he played. His character in the movie was that of a swashbuckler.,john;good,(F)BELONG;POSS-3p:i;VOICE;NOT;MATCH;CHARACTER;IX-3p:i;CHARACTER;IN;MOVIE;fs-SWASHBUCKLING;CHARACTER;ICLsword fight;BCL:crvd-5swashbuckler like;5wow;LOOK-UP;FUTURE,17,negation,,,,,,,,slightly left;slightly right;slightly left;slightly left,,,,slow,slow,,,,raised-furrowed;slightly raised;raised-furrowed,up/right;up/right;other;other;other;up/left;into space;up/right,squint;blink;further lowered;slightly squinted;squint;closed;slightly wide;blink;slightly wide;blink;slightly squinted;squint,,,,3,8,12,0,0,0
1379845,64992976,That happens from time to time in different instances.,time;time,THAT;HAPPEN;OCCASIONALLY;IX-loc:i;IX-loc:j;IX-loc:k;IX-loc:l;5whoa;IX-loc:k,9,,,,,,,,,right,,slow,,,,,,,raised-furrowed,up;up/left;up/left,squint;squint;blink;lowered lid;blink;lowered lid;blink;lowered lid,,,,1,3,8,0,0,0
1379845,66882515,Who are you?,,WHO;IX-honorific:i;part:indef,3,,whq,,,,,,,,,,,,,,back/left,,raised,other;other,wide,,,,1,2,1,0,0,0
1379845,66517466,You will imagine that that person has a character associated with a high pitched tone.,,FUTURE;VISUALIZE;THAT;PERSON;IX-3p:i;HIGH;fs-PITCHED;CHARACTER;TALKwg,9,,,,,,,,left;slightly right,slightly right;slightly left,,,,,,,,,further raised;raised,left;left;left;up/right,lowered lid;blink;squint;blink;slightly squinted;squint;slightly squinted;squint,,,,2,4,8,0,0,0
1379845,64787678,"The next day, they arrive in the train area and keep looking for a tall person. When someone taps your shoulder and you look, and it is a short person saying ""Hello I'm meeting..."" and you're surprised because what you see is different than what you visualized.",arrive;shoulder;surprised,5let's see;TOMORROW;ARRIVE;PLACE;TRAIN;AREA;SEARCH-FOR;FOR;ADULT-TALL;PERSON;LOOK-AROUND;SEARCH-FOR;LOOK-AROUND,13,,,,sentence-initial adverb,,,slightly back,slightly right;right;left;slightly right;slightly left,,,,,,,,,,raised-furrowed,up/right;other;left;up;up/right;up/left;other;other,slightly wide;slightly wide;slightly squinted;squint;slightly squinted;slightly wide,,,,1,8,6,0,0,0
1379845,66649316,They start to ask the question of who are you and compare it to what they know from their own culture.,start;question;culture,WHO;IX-3p:i;part:indef;(B-L)BECAUSE;WHAT;CLEAR;POSS-1p;CULTURE;TOTAL;part:indef,10,,whq,,,,,,,,,,,,,,,,raised-furrowed,other;other;other,squint;slightly squinted;blink;slightly squinted;blink;slightly squinted;squint,,,,1,3,7,0,0,0
1379845,64119013,"The voice can be used to determine a variety of information such as your work. From the moment you speak, people already know your identity and can judge who you are based on your voice.",information,WORK;alt.LOOK-OVER;LOOK;GOOD/THANK-YOU;WORK;OR;alt.LOOK-OVER;A-LEVEL-BELOW;fs-CLASS;VARY;INFORM;COME;FROM;TALK;MINUTE;IX-2p;TALKwg;1focus;POSS-3p:i;IDENTIFY;A-LOT;MELT/SOLVE;PEOPLE;LOOK-recip;CAN;KNOW;WHO;IX-honorific:i;1focus;POSS-3p:i,30,,whq,,,,,,,slightly right;slightly left;slightly right;slightly right,,slight rapid head nod;single,,,,,,,raised;slightly lowered;lowered;raised;lowered;slightly raised;lowered,left;left;down;other;down/right;other;into space,squint;further squinted;squint;slightly lowered;further lowered;squint;wide;squint;blink;further squinted;squint;blink;further squinted;blink;further squinted,,,,7,7,15,0,0,0
1379845,66761702,you already have a system set up of what it means when someone doesn't speak.,system,HAVE;FINISH;SET-UP;MEAN;SYSTEM,5,,,,,,,,,slightly right,,,,,,,,,raised-furrowed,other;other,squint;blink;squint;closed;squint,,,,1,2,5,0,0,0
1379845,65914858,Bauman mentioned the concept of separating interpreting and ventriloquism.,,ns-fs-BAUMAN;MENTION;ABOUT;CONCEPT;fs-OF;INTERPRET;ALSO;IX-loc:i;THAT;DCL:Cventriloquist doll;ICL:Ctalking doll;SCL:Cdoll personality;SCL:Cmy personality,13,,,,,,,,slightly left;right,slightly right;slightly left;slightly right,,,,,,,,,raised-furrowed,down/left;down/right,slightly squinted;squint;blink;squint;slightly squinted,,,,1,2,5,0,0,0
1379845,66940656,I can't even analyze your identity through your voice.,,CANNOT;fs-EVEN;ANALYZE_3;POSS-3p:i;IDENTIFY;THROUGH;part:indef;VOICE;part:indef;part:indef,10,negation,whq,,,conditional,,front,right;slightly right;slightly right,,,,,rapid,,,left,,raised-furrowed,other;other,slightly squinted;wide;wide,,,,1,2,3,0,0,0
1379845,66477041,but the interpreter is speaking with a very high pitched voice.,,BUT;IX-3p:i;INTERPRETAGENT;INTERPRETAGENT;HIGH;fs-PITCH;MICROPHONE;HIGH;5hesitation,9,,,,,conditional,,,left;left,right;slightly right,,,,,rapid,,,,further raised;raised;further raised,left;left;other;left,slightly squinted;wider;blink;slightly squinted;lowered lid;wide;blink,,,,3,4,7,0,0,0
1379845,67010035,A lot of Deaf people experience trying to control their voice and the conception of their voice. They try to make voice accommodations.,,MANY;EXPERIENCE;DEAF;PEOPLE;HAVE;MANAGE/CONTROL;WITH;VOICE;AND;POSS-3p:i;CONCEPT;VOICE;5concession;ACCOMMODATE;MATCH;IX-3p:i,16,,,,,,,,slightly right;slightly left;left;slightly left,slightly left;right,,slow,,,,,slightly right,,raised;raised-furrowed;raised,,blink;slightly squinted;blink;slightly squinted;squint;slightly squinted;squint;slightly squinted;wide;slightly wide;squint;slightly squinted;blink;slightly squinted;blink;slightly squinted,,,,3,0,16,0,0,0
1379845,63794164,"The first topic relates to the voice -the role of the voice in an audio vocal oriented culture, It is very powerful.",culture;powerful,(nd-2)FIRST-IN-LIST;VOICE;(nd-2)FIRST-IN-LIST;ROLE;VOICE;IN;MAJOR;fs-AUDIOVOCAL;fs-ORIENTED;GROUP/TOGETHER;MAJOR;CULTURE;5wow;MANY;A-LOT;POWER,16,,,,topic,,,,right,slightly right;slightly right;slightly left,,,,,,,,,raised;lowered,down;down;up/left;left;left;left;up;left,blink;lowered lid;closed;further lowered;closed;further squinted;squint;blink;squint;blink;squint;blink;squint;further lowered,,,,2,8,14,0,0,0
1379845,64807675,"The next day, they arrive in the train area and keep looking for a tall person. When someone taps your shoulder and you look, and it is a short person saying ""Hello I'm meeting..."" and you're surprised because what you see is different than what you visualized.",arrive;shoulder;surprised,REMIND-1p;LOOK-AROUND;SHORT-HEIGHT;WAVE-HELLO;IX-1p;MEET;IX-1p;5surprised;VISUALIZE;5surprised;WHAT,11,,,,,,,,slightly left;right;left;slightly right;slightly right,,,,,,,,back/right;slightly back;back,,raised-furrowed;slightly raised;further raised;slightly raised,other;other;up/left;down/right;up/left;down/right;down/right;down/right,wide;slightly wide;wider;further lowered;squint;blink;slightly squinted;slightly wide;blink;squint;closed;further lowered;closed;further lowered;closed;further squinted;blink;slightly wide,,,,4,8,18,0,0,0
1512932,10934026,"So, I will be analyzing what goes along with Deaf speech.",speech,SO;WHAT;(F)BELONG;WITH;DEAF;fs-SPEECH;IX-1p;ANALYZE,8,,whq,,focus,,,,slightly right;slightly left;left,,,slight rapid head nod,,slight rapid head shake,,,,,lowered,other,further lowered;further squinted;blink;lowered lid;squint,,,,1,1,5,0,0,0
1512932,10596367,"For example, Parkf did many studies on...",,ONE;SHOW;(F)BELONG;WITH;TEACHAGENT;TEACHAGENT;ns-fs-PARPF;POSS-3p:i;STUDY;READ,10,,,,,,,,,right;slightly left;left,,slight rapid head nod;slight rapid head nod,,,,,,,raised-furrowed,down;down/left,further squinted,,,,1,2,1,0,0,0
1512932,10611231,speech disorders by teachers.,speech,IX-3p:i;(F)BELONG;WITH;TEACHAGENT;TEACHAGENT;STUDY_2;MANY;fs-LIT;ON;TEACHAGENT;TEACHAGENT;POSS-3p:i;TALK;fs-DISORDER;VOICE;IX-3p:i,16,,,,,,,,,slightly right;right;slightly right,,slight single head nod;slight rapid head nod,,,,,back,,raised-furrowed,down/left;down/left;down/left;down/left;into space;into space,blink;further lowered;blink;further lowered;further squinted;squint;blink;further lowered;further squinted;blink;squint;slightly squinted;squint;further squinted;squint;lowered lid;slightly squinted;squint;blink;further squinted,,,,1,6,20,0,0,0
1512932,10117923,"For example, a nasal, high pitched, or loud voice, these things can bother some people,",bother,FOR;SHOW;fs-NASAL;VOICE;FIRST-IN-LIST;LIST-ORDER-IX;HIGH;fs-PITCHED;VOICE;(nd-3)THIRD-IN-LIST;HEARRUMBLE;HEARRUMBLE;fs-LOUD;VOICE;PEOPLE;IX-3p-pl-arc;SOME;CULTURE;PET-PEEVE;THAT;IX-3p-pl-arc;FIRST-IN-LIST,22,,,,focus;focus;focus;focus,,,,left;slightly left;slightly left,,,slow,,,,,,,raised;slightly raised;raised;slightly raised;raised,left;down/left;watch hands;left;into space;left,slightly squinted;squint;further squinted;further squinted;blink;further squinted,,,,5,6,6,0,0,0
1512932,10732581,There is way more research focused on speech disorders than on good quality speech.,speech;good;speech,(R)RESEARCH;5pause;MORE;(R)RESEARCH;FOCUS/NARROW;ON;fs-DISORDER;TALK;FOCUS/NARROW;MORE;THAN;(R)RESEARCH;ON;GOOD/THANK-YOU;QUALITY;TALK;part:indef,17,,,,,,,,slightly left;slightly right,slightly right;right;slightly right;slightly left;left;further left;slightly left;slightly right;slightly right,,slight rapid head nod,,,,,,,raised-furrowed;raised;raised-furrowed,left;left;left;up/right,slightly squinted;blink;lowered lid;squint;slightly squinted;wide;squint,,,,3,4,7,0,0,0
1512932,9492780,"Bauman presented the idea that there is a loop between the mouth and the ears,",mouth,BPCL:1voice loop from mouth to ear;fs-LOOP;SUGGEST;fs-BY;ns-fs-BAUMAN;AND;OTHER;BPCL:1voice loop from mouth to ear;fs-LOOP;THAT;TALKwg;BPCL:1voice loop from mouth to ear;IX-1p;HERE;1focus,15,,,,topic;topic,,,,,,,slow;rapid;slight single head nod;single,,,,,,,raised-furrowed;slightly raised;raised-furrowed;raised;raised-furrowed,,slightly squinted;squint;further squinted;lowered lid;slightly wide;wide;blink;slightly wide;blink;wide;blink;wider;slightly wide;squint,,,,5,0,14,0,0,0
1512932,9448509,"If I hear myself, therefore I am alive",alive,IX-1p;HEAR;(A)SELF-1p;part:indef;THEREFORE;IX-1p;LIVE;part:indef;part:indef,9,,,,focus,,,,,,,,,,,,slightly back,,raised-furrowed;raised;raised-furrowed,into space;up/right,slightly squinted;wide;slightly lowered,,,,3,2,3,0,0,0
1512932,10697298,"But there is a study on beautiful speech from the teacher, to understand how voice quality can motivate the students a bit.",study;beautiful;speech;teacher,BUT;ANY;(F)BELONG;WITH;TEACHAGENT;TEACHAGENT;POSS-3p:i;VOICE;5wow;GOOD/THANK-YOU;PLUS;HOW;part:indef;VOICE;fs-QUALITY;HELP;ENCOURAGE;CLASS_2;MOTIVATE;LITTLE-BIT,20,,whq,,topic,,,,slightly right;slightly right,right;slightly right;slightly left;left,,slight rapid head nod,,,,,left,,further raised;lowered;raised-furrowed,down/left;down;down/left;left;other,blink;wide;slightly lowered;squint;further squinted;squint;slightly wide;further squinted;squint;further squinted;squint;slightly squinted;squint;further squinted,,,,3,5,14,0,0,0
1512932,9717076,Many hearing people who become Deaf overnight...,hearing,MANY;IX-3p-pl-arc;HEARING;WHO;FAST;ALL-NIGHT;BECOME;DEAF;IX-3p:i,9,,,,,,,,,right;slightly right,,single,,,,,,,slightly lowered;further raised,,squint;closed;blink;lowered lid;wide;blink;further squinted,,,,2,0,7,0,0,0
1512932,10890596,which means that there is a long list of speech disorder diagnoses that can be applied with respect to the quality of the speech.,long;speech;disorder;respect;speech,MEAN;LONG-LIST_2;APPLY_2;QUALITY;APPLY_2;LONG-LIST;part:indef,7,,,,,,,,slightly right;slightly right;slightly right,,,,,,,,left,,raised-furrowed;raised-furrowed;raised,other;other;other;other,squint;blink;squint;blink;blink;slightly squinted;squint;slightly squinted;blink;squint;lowered lid;blink;lowered lid;slightly squinted;wide,,lips pursed: mm,,3,4,15,0,1,0
